country,year,population,renewables_share_energy,fossil_share_energy,clean_share_elec,fossil_share_elec,transition_gap
United States,2008,304970325.0,4.832541465759277,86.65611267089844,28.808556556701667,71.19145202636719,-42.38289546966552
United States,2009,308023452.0,5.601161003112793,85.57359313964844,30.82399559020996,69.1760025024414,-38.352006912231445
United States,2010,311062785.0,5.641783714294434,85.79938507080078,29.93359088897705,70.06640625,-40.13281536102295
United States,2011,314105075.0,6.652554035186768,84.9336166381836,31.792156219482425,68.20783996582031,-36.41568374633789
United States,2012,317115349.0,6.652078628540039,84.97840881347656,31.223783493041992,68.7762222290039,-37.552438735961914
United States,2013,320110752.0,6.8875813484191895,84.81784057617188,32.28614139556885,67.71385192871094,-35.42771053314209
United States,2014,323115377.0,7.0149126052856445,84.73380279541016,32.81242084503174,67.18758392333984,-34.375163078308105
United States,2015,326126496.0,7.219233989715576,84.4923095703125,33.14577102661133,66.85423278808594,-33.70846176147461
United States,2016,329179423.0,7.99330997467041,83.68087768554688,34.998873710632324,65.0011215209961,-30.00224781036377
United States,2017,332204657.0,8.75450325012207,82.99665832519531,37.31550598144531,62.68449020385742,-25.36898422241211
United States,2018,335056492.0,8.639647483825684,83.42341613769531,36.65909194946289,63.34091567993164,-26.68182373046875
United States,2019,337790069.0,8.966625213623047,83.05303955078125,37.75917625427246,62.24082565307617,-24.48164939880371
United States,2020,339436156.0,10.12306022644043,81.48905181884766,39.8518009185791,60.148197174072266,-20.296396255493164
United States,2021,340161438.0,10.115880966186523,82.0498046875,39.51324462890625,60.48675155639648,-20.973506927490227
United States,2022,341534041.0,10.874505996704102,81.55218505859375,40.34812927246094,59.6518669128418,-19.30373764038086
United States,2023,343477330.0,11.212398529052734,81.14669799804688,40.89437675476074,59.10562133789063,-18.21124458312989
United States,2024,345426566.0,12.050454139709473,80.3302230834961,41.869314193725586,58.13068389892578,-16.261369705200195
